Column1.PARTYMST_DESC,Industry,Sub-Industry / Activity,Confidence,Source
SWITCH FOODSTUFF TRADING CO. LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SWITCH FOODSTUFF TRADING CO. LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SWITCH FOODSTUFF TRADING CO. LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SWITCHGEAR ELECTRO MECHANICAL LLC,MEP & Electromechanical,Switchgear & electromechanical works,High,Name-derived
SWITCHGEAR ELECTRO MECHANICAL LLC,MEP & Electromechanical,Switchgear & electromechanical works,High,Name-derived
T.M.F EURO FOUNDATIONS (L.L.C),Construction Services,Piling & foundations,High,Name-derived
T.M.F EURO FOUNDATIONS (L.L.C),Construction Services,Piling & foundations,High,Name-derived
TAAZA QUALITY FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
TAAZA QUALITY FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
TAAZA QUALITY FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
TABBARA ELECTRONICS LLC,Consumer Electronics,Electronics distribution,High,Name-derived
TABBARA ELECTRONICS LLC,Consumer Electronics,Electronics distribution,High,Name-derived
TABBARA ELECTRONICS LLC,Consumer Electronics,Electronics distribution,High,Name-derived
TAF HOUSE MATERIAL LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
TAF HOUSE MATERIAL LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TAIF AL MADINA CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TALENT VISION COMPANY,HR & Recruitment,Recruitment services,High,Name-derived
TALENT VISION COMPANY,HR & Recruitment,Recruitment services,High,Name-derived
TALENT VISION COMPANY,HR & Recruitment,Recruitment services,High,Name-derived
TAMM GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TAMM GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TANWEER GROUP SA,Trading & Distribution,International trading,Low,Name-derived
TANWEER GROUP SA,Trading & Distribution,International trading,Low,Name-derived
TANWEER GROUP SA,Trading & Distribution,International trading,Low,Name-derived
TANWEER GROUP SA,Trading & Distribution,International trading,Low,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAQNIAT INTELLIGENT SOLUTIONS,IT Services,Technology solutions integrator,Medium,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TAWOOS AGRICULTURE (UAE) LLC,Agriculture,Agricultural production & services,High,Name-derived
TEAM STAR SPARE PARTS L.L.C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
TEAM STAR SPARE PARTS L.L.C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
TEAM TWENTY ONE AUTO REPAIRING,Automotive Services,Vehicle repair garage,High,Name-derived
TECHNICAL RESOURCES LLC,Industrial Equipment,"Equipment sales, service, plant hire & workshops (Albwardy Group)",High,Web-verified
TECHNICAL RESOURCES LLC,Industrial Equipment,"Equipment sales, service, plant hire & workshops (Albwardy Group)",High,Web-verified
TECHNICAL RESOURCES LLC,Industrial Equipment,"Equipment sales, service, plant hire & workshops (Albwardy Group)",High,Web-verified
TECHNICAL RESOURCES LLC,Industrial Equipment,"Equipment sales, service, plant hire & workshops (Albwardy Group)",High,Web-verified
TECHNICAL RESOURCES LLC,Industrial Equipment,"Equipment sales, service, plant hire & workshops (Albwardy Group)",High,Web-verified
TECHNO MARINE EQUIPMENT SERVICES LLC,Marine Services,Marine equipment services,High,Name-derived
TECHNO MARINE EQUIPMENT SERVICES LLC,Marine Services,Marine equipment services,High,Name-derived
TECHNO MARINE EQUIPMENT SERVICES LLC,Marine Services,Marine equipment services,High,Name-derived
TECHNO POWER ARABIA COMPANY,Electrical Trading,Electrical products & services,Medium,Name-derived
TECHNO POWER ARABIA COMPANY,Electrical Trading,Electrical products & services,Medium,Name-derived
TECHNOMECH ELECTROMECHANICAL WORKS LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
TECHNOSERVE TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TECHNOSERVE TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TECHNOSERVE TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TECHNOSERVE TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TEE DEE INTERNATIONAL FZE,Trading & Distribution,General trading,Low,Name-derived
TEE DEE METAL SOLUTIONS FZE,Manufacturing - Metals,Metal products,Medium,Name-derived
TEE DEE METALS LLC,Manufacturing - Metals,Metal products,Medium,Name-derived
TEE DEE TECHNOLOGIES LLC,Trading & Distribution,Technical products trading,Low,Name-derived
TEE DEE TRADING L.L.C,Trading & Distribution,General trading,Low,Name-derived
TELAL ENGINEERING & CONTRACTING L.L.C,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TELAL ENGINEERING & CONTRACTING L.L.C,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TELAL ENGINEERING & CONTRACTING L.L.C,Construction & Contracting,Building & civil contracting,Medium,Name-derived
TELEPHONY TELECOM TECHNOLOGIES,Telecommunications,Telecom systems & services,High,Name-derived
TELEPHONY TELECOM TECHNOLOGIES,Telecommunications,Telecom systems & services,High,Name-derived
TELEPHONY TELECOM TECHNOLOGIES,Telecommunications,Telecom systems & services,High,Name-derived
TELEPHONY TELECOM TECHNOLOGIES,Telecommunications,Telecom systems & services,High,Name-derived
TELEPHONY TELECOM TECHNOLOGIES,Telecommunications,Telecom systems & services,High,Name-derived
TERRASOL HOSPITALITY SERVICES,Hospitality,Hospitality services,Medium,Name-derived
TERRASOL HOSPITALITY SERVICES,Hospitality,Hospitality services,Medium,Name-derived
TERZETTO,Timber & Wood Trading,Hardwood & teak timber trading (Terzetto Group),Medium,Web-verified
TERZETTO OVERSEAS DMCC,Timber & Wood Trading,Hardwood & teak timber trading (Terzetto Group),High,Web-verified
TERZETTO OVERSEAS DMCC,Timber & Wood Trading,Hardwood & teak timber trading (Terzetto Group),High,Web-verified
TERZETTO OVERSEAS DMCC,Timber & Wood Trading,Hardwood & teak timber trading (Terzetto Group),High,Web-verified
TERZETTO OVERSEAS DMCC,Timber & Wood Trading,Hardwood & teak timber trading (Terzetto Group),High,Web-verified
THAKKAR TRADING CO.L. L. C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
THAKKAR TRADING CO.L. L. C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
THAKKAR TRADING CO.L. L. C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
THAKKAR TRADING CO.L. L. C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
THE H HOTEL LLC,Hospitality,Hotel,High,Name-derived
THE H HOTEL LLC,Hospitality,Hotel,High,Name-derived
THE H HOTEL LLC,Hospitality,Hotel,High,Name-derived
THE IMPERIAL SUITES HOTEL,Hospitality,Hotel,High,Name-derived
THE INDIAN HIGH SCHOOL,Education,K-12 private school,High,Name-derived
THE INDIAN HIGH SCHOOL,Education,K-12 private school,High,Name-derived
THE INDIAN HIGH SCHOOL,Education,K-12 private school,High,Name-derived
THE LEATHER DOCTOR,Repair Services,Leather & upholstery repair,High,Name-derived
THE PAVILION FOOD PROCESSING LLC,Manufacturing - Food,Food processing,High,Name-derived
THE PAVILION FOOD PROCESSING LLC,Manufacturing - Food,Food processing,High,Name-derived
THE PAVILION FOOD PROCESSING LLC,Manufacturing - Food,Food processing,High,Name-derived
THE PAVILION FOOD PROCESSING LLC,Manufacturing - Food,Food processing,High,Name-derived
THE PAVILION FOOD PROCESSING LLC,Manufacturing - Food,Food processing,High,Name-derived
THE PRODUCTION HUB L.L.C,Media & Entertainment,Video / event production,High,Name-derived
THE PRODUCTION HUB L.L.C,Media & Entertainment,Video / event production,High,Name-derived
THE PRODUCTION HUB L.L.C,Media & Entertainment,Video / event production,High,Name-derived
THE PRODUCTION HUB L.L.C,Media & Entertainment,Video / event production,High,Name-derived
THREEZONE GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TILES AND BATH BUILDING MATERIALS LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
TIME BRIDGE FZCO,Unclassified,Searched - no public business description found,Low,Web-verified
TIME BRIDGE FZCO,Unclassified,Searched - no public business description found,Low,Web-verified
TIME BRIDGE FZCO,Unclassified,Searched - no public business description found,Low,Web-verified
TIME BRIDGE FZCO,Unclassified,Searched - no public business description found,Low,Web-verified
TJJ & Co.,Unclassified,Insufficient information in name,Low,Name-derived
TODAY  LIGHT TRADING L. L. C,Electrical Trading,Lighting products,High,Name-derived
TOGETHER TEXTILES (CHINA),Textiles & Apparel Trading,Textile sourcing & supply,High,Name-derived
TOGETHER TEXTILES (CHINA),Textiles & Apparel Trading,Textile sourcing & supply,High,Name-derived
TOGETHER TEXTILES (CHINA),Textiles & Apparel Trading,Textile sourcing & supply,High,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP LINK CONTRACTING & GENERAL TRANSPORT LLC,Freight Transport,Road transport & haulage,Medium,Name-derived
TOP STAR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TOP STAR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TOP STAR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TOP STAR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TOP STAR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
TOPCOAT TRADING LLC,Building Materials Trading,Paints & coatings,High,Name-derived
TOPCOAT TRADING LLC,Building Materials Trading,Paints & coatings,High,Name-derived
TOPCOAT TRADING LLC,Building Materials Trading,Paints & coatings,High,Name-derived
TOPCOAT TRADING LLC,Building Materials Trading,Paints & coatings,High,Name-derived
TOROS SKY FOODSTUFF TRADING CO,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
TR88HOUSE RESTAURANT AND ENTERTAINMENT CENTER LLC,Food Service,Restaurant & entertainment venue,High,Name-derived
TR88HOUSE RESTAURANT AND ENTERTAINMENT CENTER LLC,Food Service,Restaurant & entertainment venue,High,Name-derived
TR88HOUSE RESTAURANT AND ENTERTAINMENT CENTER LLC,Food Service,Restaurant & entertainment venue,High,Name-derived
TRANSCAP SHIPPING LINE LLC,Shipping,Shipping line / agency,High,Name-derived
TRI STAR GULF FZCO,Building Materials Trading,Building & interiors products trading,Low,Web-verified
TRI STAR GULF FZCO,Building Materials Trading,Building & interiors products trading,Low,Web-verified
TRI STAR GULF FZCO,Building Materials Trading,Building & interiors products trading,Low,Web-verified
TRIAD SOFTWARE SERVICES,Software & ERP,Software development services,High,Name-derived
TRIAD SOFTWARE SERVICES,Software & ERP,Software development services,High,Name-derived
TRITON FOODS LLC,Food & Beverage Trading,Foodstuff distribution,Medium,Name-derived
TRITON FOODS LLC,Food & Beverage Trading,Foodstuff distribution,Medium,Name-derived
TRITON FOODS LLC,Food & Beverage Trading,Foodstuff distribution,Medium,Name-derived
TRITON MIDDLE EAST LLC,Manufacturing - Chemicals,"Sealants, waterproofing & protective coatings",High,Web-verified
TRITON MIDDLE EAST LLC,Manufacturing - Chemicals,"Sealants, waterproofing & protective coatings",High,Web-verified
TRITON MIDDLE EAST LLC,Manufacturing - Chemicals,"Sealants, waterproofing & protective coatings",High,Web-verified
TRITON MIDDLE EAST LLC,Manufacturing - Chemicals,"Sealants, waterproofing & protective coatings",High,Web-verified
TROPILAND FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
TUNES INTERIOR DECORATION,Fit-Out & Joinery,Interior decoration,High,Name-derived
TUNES INTERIOR DECORATION,Fit-Out & Joinery,Interior decoration,High,Name-derived
TWAM AGRICULTURE,Agriculture,Agricultural production,Medium,Name-derived
U A E ENTERPRISES BUILDING MATERIAL TRADING L.L.C,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
ULTIMATE AUTO SPARE PARTS L. L. C.,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
ULTIMATE AUTO SPARE PARTS L. L. C.,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
ULTIMATE BUSINESS SOLUTION LLC,IT Services,Business software & IT solutions,Medium,Name-derived
UMAI BAN GROUP OF COMPANY LLC,Diversified Group,Diversified group,Medium,Name-derived
UMCO TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
UMCO TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
UMCO TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
UMER ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
UNGER STEEL FABRICATION FZE,Manufacturing - Steel Fabrication,Structural steel construction,High,Name-derived
